src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
159.223.178.155,192.168.66.180,48538,2222,,,6,2022-11-28 16:10:04,3873409.0,947.4857935219337,6.970603930542837,3.872557739190465,3.098046191352372,15,12,1501,2169,492.0,52.0,100.06666666666666,107.84956601159267,1132.0,52.0,180.75,296.8425859497477,1132,52,135.92592592592592,217.32871943397015,47231.77229080932,300,240,20,7,148977.26923076922,1082187.0,8.0,226605.2621305906,3873409.0,1082187.0,8.0,276672.0714285714,253937.45448281002,3627635.0,1336595.0,89.0,329785.0,373820.9230607618,0,0,0,0,1,0,0,0,0,0,0,0.8,135.92592592592592,64240,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06666666666666,180.75,0,15,12,1501,2169
192.168.66.180,113.20.108.24,2222,47846,,,6,2022-11-28 16:09:10,103512149.0,13.98869614812074,0.1255891228767746,0.06762491231826324,0.05796421055851135,7,6,920,528,200.0,40.0,131.42857142857142,79.17946548886296,136.0,40.0,88.0,48.0,200,40,111.38461538461539,70.05661277911486,4907.928994082839,140,120,20,4,8626012.416666666,30030296.0,114.0,12488185.97350383,103512149.0,30030296.0,4468598.0,17252024.833333332,12778201.010045003,73439046.0,30072906.0,4425893.0,14687809.2,12561769.307009732,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,111.38461538461539,501,32759,25604284.0,25600493.0,25602388.5,1895.5,25604403.0,4437901.0,20308768.25,9163050.518531898,0.0,0.0,0.0,0.0,0.0,0.0,131.42857142857142,88.0,0,7,6,920,528
51.68.94.192,192.168.66.180,34212,2222,,,6,2022-11-28 16:10:15,1966085.0,1787.308280160827,12.207000205993127,6.103500102996564,6.103500102996564,12,12,1345,2169,492.0,52.0,112.08333333333333,117.54747858725946,1132.0,52.0,180.75,296.8425859497477,1132,52,146.41666666666666,228.35332941640146,52145.24305555556,240,240,20,7,85481.95652173914,217737.0,29.0,95168.16598754488,1966085.0,245975.0,29.0,178735.0,84130.63305900586,1766709.0,253436.0,120.0,160609.9090909091,97618.07234268064,0,0,0,0,1,0,0,0,0,0,0,1.0,146.41666666666666,64240,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.08333333333333,180.75,0,12,12,1345,2169
192.168.66.180,8.8.8.8,41113,53,,,17,2022-11-28 16:09:48,69382402.0,38.799463875580436,0.34590903900963244,0.20178027275561894,0.14412876625401352,14,10,938,1754,82.0,61.0,67.0,6.782329983125268,270.0,77.0,175.4,70.92841461642858,270,61,112.16666666666667,70.5624231128407,4979.055555555556,112,80,8,14,3016626.1739130435,36561801.0,62.0,8482450.005757293,69382402.0,36623688.0,62.0,5337107.846153846,10750222.557712717,69056222.0,36609133.0,1855.0,7672913.555555556,12206163.007213447,0,0,0,0,1,0,0,0,0,0,0,0.7142857142857143,112.16666666666667,0,0,0.0,0.0,0.0,0.0,23242274.0,18705516.0,20973895.0,2268379.0,146.0,4.0,0.0,0.0,6801.770323782903,0.0,67.0,175.4,0,14,10,938,1754
45.7.196.67,192.168.66.180,51214,2222,,,6,2022-11-28 16:10:17,3196695.0,1099.2603298093811,7.507754102283765,3.7538770511418824,3.7538770511418824,12,12,1345,2169,492.0,52.0,112.08333333333333,117.54747858725946,1132.0,52.0,180.75,296.8425859497477,1132,52,146.41666666666666,228.35332941640146,52145.24305555556,240,240,20,7,138986.73913043478,342344.0,26.0,162410.84998859806,3196695.0,384191.0,26.0,290608.63636363635,137745.23391673795,2855177.0,386055.0,125.0,259561.54545454544,157118.0430263493,0,0,0,0,1,0,0,0,0,0,0,1.0,146.41666666666666,29200,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.08333333333333,180.75,0,12,12,1345,2169
192.168.66.180,20.190.9.86,32798,443,,,6,2022-11-28 16:10:20,641164.0,4855.2320467150375,15.5966336225989,9.357980173559339,6.2386534490395595,6,4,504,2609,284.0,40.0,84.0,89.74036624247381,1438.0,40.0,652.25,619.4087402515402,1438,40,311.3,485.5891370284142,235796.81,120,80,20,1,71240.44444444444,195202.0,11.0,89009.22369696188,446817.0,195697.0,11.0,89363.4,88934.75531331945,446179.0,250369.0,40.0,148726.33333333334,107473.97201286562,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,311.3,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,652.25,0,6,4,504,2609
192.168.66.180,52.137.110.235,36834,443,,,6,2022-11-28 16:10:20,607411.0,5128.323326380325,16.463317259647916,9.877990355788748,6.5853269038591655,6,4,504,2611,284.0,40.0,84.0,89.74036624247381,1438.0,40.0,652.75,619.753731332051,1438,40,311.5,485.90559782739695,236104.25,120,80,20,1,67490.11111111111,197425.0,16.0,91042.83197904946,409986.0,196454.0,16.0,81997.2,93040.5680515763,412730.0,216198.0,41.0,137576.66666666666,97584.61684211412,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,311.5,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,652.75,0,6,4,504,2611
192.168.66.180,52.137.110.235,36842,443,,,6,2022-11-28 16:10:20,608240.0,5119.689596212022,16.440878600552413,9.864527160331448,6.576351440220965,6,4,504,2610,284.0,40.0,84.0,89.74036624247381,1438.0,40.0,652.5,619.5811084918583,1438,40,311.4,485.7473005586341,235950.44,120,80,20,1,67582.22222222222,200174.0,18.0,93441.60433218621,408956.0,200769.0,18.0,81791.2,96766.18631195505,408644.0,207911.0,79.0,136214.66666666666,96308.03295098955,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,311.4,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,652.5,0,6,4,504,2610
192.168.66.180,104.84.169.247,44892,443,,,6,2022-11-28 16:10:20,19146847.0,416.09984139947426,1.3056980086590757,0.6789629645027194,0.6267350441563564,13,12,1084,6883,295.0,52.0,83.38461538461539,69.69443026144526,1438.0,40.0,573.5833333333334,615.6461995785855,1438,40,318.68,494.40175727843035,244433.09759999998,260,240,20,3,797784.5,18961139.0,-19.0,3787343.3721585106,19118634.0,18961370.0,42.0,1593219.5,5236733.115910855,19118548.0,19001493.0,107.0,1738049.8181818181,5459195.661324409,0,0,0,0,1,0,0,0,0,0,0,0.9230769230769231,318.68,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942.0,5.0,0.0,206398.27711973322,83.38461538461539,573.5833333333334,0,13,12,1084,6883
192.168.66.180,104.84.169.247,44894,443,,,6,2022-11-28 16:10:20,216947.0,40774.93581381628,106.01667688421595,55.31304880915615,50.703628075059804,12,11,1687,7159,738.0,52.0,140.58333333333334,193.95465893404628,1438.0,52.0,650.8181818181819,602.0964613418108,1438,52,384.60869565217394,507.9055662937863,257968.06427221175,240,220,20,3,9861.227272727272,44052.0,3.0,14322.394708135222,216947.0,69289.0,3.0,19722.454545454544,20874.229598690414,191955.0,110315.0,113.0,19195.5,32338.2521273182,0,0,0,0,1,0,0,0,0,0,0,0.9166666666666666,384.60869565217394,64240,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942.0,5.0,0.0,232318.0982914337,140.58333333333334,650.8181818181819,0,12,11,1687,7159
192.168.66.180,104.84.169.247,44902,443,,,6,2022-11-28 16:10:20,19129285.0,416.48184968753407,1.3068967292818314,0.6795862992265524,0.6273104300552791,13,12,1084,6883,295.0,52.0,83.38461538461539,69.69443026144526,1438.0,40.0,573.5833333333334,615.6461995785855,1438,40,318.68,494.40175727843035,244433.09759999998,260,240,20,3,797053.5416666666,18956009.0,3.0,3786423.8271367275,19104770.0,18956292.0,3.0,1592064.1666666667,5235548.779449387,19104784.0,19000105.0,37.0,1736798.5454545454,5459149.323310985,0,0,0,0,1,0,0,0,0,0,0,0.9230769230769231,318.68,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942.0,5.0,0.0,236300.00795355125,83.38461538461539,573.5833333333334,0,13,12,1084,6883
192.168.66.180,104.84.169.247,44904,443,,,6,2022-11-28 16:10:20,367298.0,24083.986299952627,62.61945341384924,32.67101917244308,29.948434241406158,12,11,1686,7160,737.0,52.0,140.5,193.69800377563695,1438.0,52.0,650.9090909090909,602.0585073570439,1438,52,384.60869565217394,507.8766316418426,257938.67296786388,240,220,20,3,16695.363636363636,149537.0,5.0,32211.969148334025,367298.0,178475.0,107.0,33390.72727272727,50400.63523425602,338667.0,149537.0,112.0,33866.7,48286.81169025348,0,0,0,0,1,0,0,0,0,0,0,0.9166666666666666,384.60869565217394,64240,503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5942.0,5.0,0.0,206613.58183525156,140.5,650.9090909090909,0,12,11,1686,7160
34.203.188.203,192.168.66.180,44904,2222,,,6,2022-11-28 16:10:28,27913902.0,9.314355262836417,0.17912221659300803,0.03582444331860161,0.14329777327440643,1,4,52,208,52.0,52.0,52.0,0.0,52.0,52.0,52.0,0.0,52,52,52.0,0.0,0.0,20,80,20,0,6978475.5,16979244.0,1558698.0,6002542.929707771,0,0.0,0.0,0.0,0.0,10934658.0,6144000.0,1558698.0,3644886.0,1894576.3851774358,0,0,0,0,1,0,0,0,0,0,0,4.0,52.0,1002,507,0.0,0.0,0.0,0.0,16979244.0,1673262.0,7188182.0,6941772.782664094,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,0,1,4,52,208
118.27.29.57,192.168.66.180,57194,2222,,,6,2022-11-28 16:10:33,766142.0,4722.362173069744,33.93626768927953,18.273374909612055,15.662892779667477,14,12,1449,2169,492.0,52.0,103.5,110.8401358456661,1132.0,52.0,180.75,296.8425859497477,1132,52,139.15384615384616,220.83263629825615,48767.05325443787,280,240,20,7,30645.68,70751.0,29.0,31845.244373023736,766142.0,112715.0,29.0,58934.0,40546.12053338386,695475.0,118401.0,120.0,63225.0,39453.643286082646,0,0,0,0,1,0,0,0,0,0,0,0.8571428571428571,139.15384615384616,64240,507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.5,180.75,0,14,12,1449,2169
192.168.66.180,104.208.16.90,49034,443,,,6,2022-11-28 16:10:48,982204.0,7686.794189394464,20.36236871362772,11.199302792495246,9.163065921132473,11,9,871,6679,262.0,40.0,79.18181818181819,73.0638801222081,1438.0,40.0,742.1111111111111,651.887591612822,1438,40,377.5,550.3971747747257,302937.05,220,180,20,3,51694.94736842105,257665.0,1.0,95903.96318712397,756049.0,283465.0,1.0,75604.9,114478.74014457881,755971.0,265987.0,39.0,94496.375,122090.03934488012,0,0,0,0,1,0,0,0,0,0,0,0.8181818181818182,377.5,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6256.0,5.0,0.0,15918575.063613232,79.18181818181819,742.1111111111111,0,11,9,871,6679
113.20.108.24,192.168.66.180,47846,2222,,,6,2022-11-28 16:10:53,4430784.0,39.72208981525617,0.45138738426427466,0.45138738426427466,0.0,2,0,176,0,136.0,40.0,88.0,48.0,0.0,0.0,0.0,0.0,136,40,88.0,48.0,2304.0,40,0,20,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,88.0,32758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0,2,0,176,0
43.157.2.122,192.168.66.180,56484,2222,,,6,2022-11-28 16:10:57,479033.0,3285.786156694842,16.700310834535408,8.350155417267704,8.350155417267704,4,4,237,1337,73.0,52.0,59.25,8.584142356694699,1132.0,52.0,334.25,460.83748491198065,1132,52,196.75,353.735335385087,125128.6875,80,80,20,1,68433.28571428571,230697.0,25.0,102739.36748423763,476985.0,246040.0,25.0,158995.0,112578.11887751544,478785.0,246015.0,1799.0,159595.0,111747.52404714239,0,0,0,0,1,0,0,0,0,0,0,1.0,196.75,64240,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.25,334.25,0,4,4,237,1337
192.168.66.180,42.113.206.30,34796,443,,,6,2022-11-28 16:10:57,104137.0,90697.83074219538,211.26016689553185,105.63008344776593,105.63008344776593,11,11,2425,7020,1438.0,52.0,220.45454545454547,395.15689947995537,1438.0,52.0,638.1818181818181,620.2053645486114,1438,52,429.3181818181818,560.380097171362,314025.8533057851,220,220,20,4,4958.9047619047615,86832.0,0.0,18346.498368132325,104137.0,86832.0,5.0,10413.7,25565.841633124463,102523.0,88573.0,0.0,10252.3,26158.420812617875,0,0,0,0,1,0,0,0,0,0,0,1.0,429.3181818181818,64240,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.45454545454547,638.1818181818181,0,11,11,2425,7020
