"dst_port","pkt_len_max","tot_bwd_pkts","fwd_seg_size_avg","totlen_bwd_pkts","fwd_seg_size_min","flow_iat_mean","fwd_act_data_pkts","active_max","pkt_len_mean","subflow_fwd_pkts","subflow_fwd_byts","active_min","bwd_blk_rate_avg","bwd_pkt_len_min","pkt_size_avg","fwd_iat_std","bwd_pkts_b_avg","flow_iat_max","psh_flag_cnt","bwd_pkt_len_max","idle_max","bwd_iat_max","cwe_flag_count","fwd_pkt_len_min","flow_byts_s","fwd_pkt_len_max","bwd_byts_b_avg","fwd_iat_min","idle_mean","ack_flag_cnt","fwd_blk_rate_avg","tot_fwd_pkts","protocol","fwd_iat_mean","bwd_psh_flags","fwd_iat_max","init_bwd_win_byts","fwd_pkt_len_std","down_up_ratio","fwd_pkts_s","fwd_urg_flags","subflow_bwd_pkts","bwd_urg_flags","bwd_pkt_len_mean","idle_std","fwd_pkt_len_mean","ece_flag_cnt","init_fwd_win_byts","urg_flag_cnt","fwd_byts_b_avg","syn_flag_cnt","bwd_pkts_s","bwd_iat_tot","pkt_len_std","active_std","pkt_len_min","flow_duration","fwd_psh_flags","fin_flag_cnt","bwd_iat_std","fwd_pkts_b_avg","fwd_header_len","flow_iat_min","rst_flag_cnt","subflow_bwd_byts","src_port","pkt_len_var","bwd_header_len","idle_min","bwd_seg_size_avg","bwd_pkt_len_std","flow_pkts_s","fwd_iat_tot","totlen_fwd_pkts","bwd_iat_mean","bwd_iat_min","active_mean","flow_iat_std"
0.14038300144960708,0.007218360900878906,0.0000019073486328125,0.0036339759826660156,0.0010395050048828125,0.000019073486328125,0.0011224746704101562,9.5367431640625e-7,0,0.002076864242553711,0.0000019073486328125,0.007267951965332031,0,0,0.0005197525024414062,0.002076864242553711,0,0,0.0031728744506835938,0,0.0005197525024414062,0,0,0,0.000049591064453125,1,0.007218360900878906,0,0,0,0,0,0.0000019073486328125,0.06,0,0,0,0.008777618408203125,0.0035843849182128906,1,0.0005401723683977627,0,0.0000019073486328125,0,0.0005197525024414062,0,0.0036339759826660156,0,0.00048828125,0,0,0,0.0005401723683977627,0,0.0029746436075858878,0,0.000049591064453125,0.0009808333333333333,0,0.00392156862745098,0,0,0.00003814697265625,0.00008296966552734375,0,0.0010395050048828125,0.8908827344167239,1,0.00003814697265625,0,0.0005197525024414062,0,0.0010803447367955254,0,0.007267951965332031,0,0,0,0.0014498986356562813
0.0477454795147631,0.001430511474609375,0.0000057220458984375,0.0000716845194498698,0.003509521484375,0.000019073486328125,0.025860266251997513,9.5367431640625e-7,0,0.00032830238342285156,0.0000057220458984375,0.00043010711669921875,0,0,0.00003814697265625,0.00032830238342285156,0.11108811966893777,0,0.27793216705322266,0,0.001430511474609375,0,0.27793216705322266,0,0.00003814697265625,0.01320777589277969,0.00022792816162109375,0,0.00045490264892578125,0,0,0,0.0000057220458984375,0.06,0.05689258575439453,0,0.2790546417236328,0.00047779083251953125,0.00006999912458066839,1,0.00001918340725167711,0,0.0000057220458984375,0,0.0005849202473958334,0,0.0000716845194498698,0,0.0612640380859375,0,0,0,0.00001918340725167711,0.28397464752197266,0.000511375802672724,0,0.00003814697265625,0.08285583333333334,0,0.00392156862745098,0.11058082578427984,0,0.00011444091796875,0.00010967254638671875,0,0.003509521484375,0.9645075150682841,0.27420808871587116,0.00011444091796875,0,0.0005849202473958334,0.0006216149044675282,0.00003836681450335422,0.28446292877197266,0.00043010711669921875,0.056794929504394534,0.00010967254638671875,0,0.07971839110194841
0.0008087281605249104,0.00006198883056640625,0.0000019073486328125,0.00006198883056640625,0.0000762939453125,0.00000762939453125,0.0002932548522949219,9.5367431640625e-7,0,0.000046094258626302086,9.5367431640625e-7,0.00006198883056640625,0,0,0.00003814697265625,0.000046094258626302086,0,0,0.00047779083251953125,0,0.00003814697265625,0,0,0,0.00006198883056640625,0.22485004207952236,0.00006198883056640625,0,0,0,0,0,9.5367431640625e-7,0.17,0,0,0,0,0,1,0.0015506899453760162,0,0.0000019073486328125,0,0.00003814697265625,0,0.00006198883056640625,0,0,0,0,0,0.0031013798907520325,0,0.000011239159602905076,0,0.00003814697265625,0.00017083333333333333,0,0.00392156862745098,0,0,0.00000762939453125,0.0001087188720703125,0,0.0000762939453125,0.5966887922484169,0.00013245476616753472,0.0000152587890625,0,0.00003814697265625,0,0.004652069836128049,0,0.00006198883056640625,0,0,0,0.00018453598022460938
0.0008087281605249104,0.00006198883056640625,0,0.00006198883056640625,0,0.00000762939453125,0,9.5367431640625e-7,0,0.00006198883056640625,9.5367431640625e-7,0.00006198883056640625,0,0,0,0.00006198883056640625,0,0,0,0,0,0,0,0,0.00006198883056640625,0,0.00006198883056640625,0,0,0,0,0,9.5367431640625e-7,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0.00006198883056640625,0,0,0,0,0,0,0,0,0,0.00006198883056640625,0,0,0.00392156862745098,0,0,0.00000762939453125,0,0,0,0.5966887922484169,0,0,0,0,0,0,0,0.00006198883056640625,0,0,0,0
0.0477454795147631,0.001430511474609375,0.0000057220458984375,0.0000716845194498698,0.003509521484375,0.000019073486328125,0.02576940709894354,9.5367431640625e-7,0,0.00032830238342285156,0.0000057220458984375,0.00043010711669921875,0,0,0.00003814697265625,0.00032830238342285156,0.1096553583601794,0,0.2726316452026367,0,0.001430511474609375,0,0.2726316452026367,0,0.00003814697265625,0.013254344575044555,0.00022792816162109375,0,0.00026416778564453125,0,0,0,0.0000057220458984375,0.06,0.05669269561767578,0,0.2759590148925781,0.00047779083251953125,0.00006999912458066839,1,0.00001925104513441475,0,0.0000057220458984375,0,0.0005849202473958334,0,0.0000716845194498698,0,0.0612640380859375,0,0,0,0.00001925104513441475,0.28305816650390625,0.000511375802672724,0,0.00003814697265625,0.08256472222222222,0,0.00392156862745098,0.10806915390505993,0,0.00011444091796875,0.0000514984130859375,0,0.003509521484375,0.9645227740901808,0.27420808871587116,0.00011444091796875,0,0.0005849202473958334,0.0006216149044675282,0.0000385020902688295,0.2834634780883789,0.00043010711669921875,0.05661163330078125,0.0000514984130859375,0,0.07808517611133478
0.047730220492866404,0.0006256103515625,0.00000476837158203125,0.0000698089599609375,0.0008106231689453125,0.000019073486328125,0.010263972812228732,9.5367431640625e-7,0,0.000115966796875,0.00000476837158203125,0.0003490447998046875,0,0,0.00003814697265625,0.000115966796875,0.03953074148712175,0,0.08246040344238281,0,0.0006256103515625,0,0.08246040344238281,0,0.00003814697265625,0.011972249143119663,0.0001850128173828125,0,0.0001583099365234375,0,0,0,0.00000476837158203125,0.06,0.023088455200195312,0,0.09155750274658203,0.00047779083251953125,0.000057772201591926734,1,0.00004922799812138019,0,0.00000476837158203125,0,0.0001621246337890625,0,0.0000698089599609375,0,0.0612640380859375,0,0,0,0.00004922799812138019,0.0922088623046875,0.00017516440203380144,0,0.00003814697265625,0.02690638888888889,0,0.00392156862745098,0.03446566716152808,0,0.000095367431640625,0.00002193450927734375,0,0.0008106231689453125,0.9645380331120775,0.03217300415039062,0.000095367431640625,0,0.0001621246337890625,0.00023187586417255644,0.00009845599624276038,0.09235382080078125,0.0003490447998046875,0.023052215576171875,0.00019359588623046875,0,0.025656996851762988
0.0012207217517357137,0.0005340576171875,0.0000019073486328125,0.00015020370483398438,0.00057220458984375,0.000019073486328125,0.0073820749918619795,9.5367431640625e-7,0,0.0002181529998779297,0.0000019073486328125,0.00030040740966796875,0,0,0.00003814697265625,0.0002181529998779297,0,0,0.020097732543945312,0,0.0005340576171875,0,0,0,0.00003814697265625,0.03757695286847467,0.00026226043701171875,0,0,0,0,0,0.0000019073486328125,0.06,0,0,0,0.015624046325683594,0.00011205673217773438,1,0.00008213541610595556,0,0.0000019073486328125,0,0.000286102294921875,0,0.00015020370483398438,0,0.00047779083251953125,0,0,0,0.00008213541610595556,0,0.000204049952781348,0,0.00003814697265625,0.006450555555555556,0,0.00392156862745098,0,0,0.00003814697265625,0.000164031982421875,0,0.00057220458984375,0.8089417868314641,0.04365891218185425,0.00003814697265625,0,0.000286102294921875,0.000247955322265625,0.00016427083221191112,0,0.00030040740966796875,0,0,0,0.009018718636396623
0.02050812542915999,0.0008907318115234375,0.000003814697265625,0.00034236907958984375,0.0004138946533203125,0.000019073486328125,0.00009361902872721355,0.0000019073486328125,0,0.00020585741315569197,0.00000286102294921875,0.0010271072387695312,0,0,0.000049591064453125,0.00020585741315569197,0.00013494491577148438,0,0.00031185150146484375,0,0.00015735626220703125,0,0.0000362396240234375,0,0.000049591064453125,1,0.0008907318115234375,0,0.00014591217041015625,0,0,0,0.00000286102294921875,0.06,0.0002808570861816406,0,0.000415802001953125,0.00048828125,0.0003880481926175364,1,0.0048574243620012735,0,0.000003814697265625,0,0.00010347366333007812,0,0.00034236907958984375,0,0.00048828125,0,0,0,0.006476565816001698,0.00006389617919921875,0.00028314397432085205,0,0.000049591064453125,0.00016361111111111112,0,0.00392156862745098,0.000011130740737922413,0,0.000057220458984375,0.0000095367431640625,0,0.0004138946533203125,0.7758602273594263,0.08406487289740115,0.0000762939453125,0,0.00010347366333007812,0.000053882598876953125,0.01133399017800297,0.0005617141723632812,0.0010271072387695312,0.000021298726399739582,0.0000095367431640625,0,0.00010746435165635453
0.03390554665445945,0.001079559326171875,0.000011444091796875,0.00009870529174804688,0.0020685195922851562,0.000019073486328125,0.01846576690673828,0.00000667572021484375,0,0.00013270744910606972,0.0000133514404296875,0.0013818740844726562,0,0,0.000049591064453125,0.00013270744910606972,0.026164736491888545,0,0.039783477783203125,0,0.001079559326171875,0,0.08121585845947266,0,0.000049591064453125,0.007127896388237653,0.000469207763671875,0,0.00002193450927734375,0,0,0,0.0000133514404296875,0.06,0.035511090205265924,0,0.0776357650756836,0.00048351287841796875,0.0001057053907829915,0.8571428571428571,0.000027581688622257363,0,0.000011444091796875,0,0.0001723766326904297,0,0.00009870529174804688,0,0.040378570556640625,0,0,0,0.00002364144739050631,0.4236478805541992,0.00021060241346192946,0,0.000049591064453125,0.1344636111111111,0,0.00392156862745098,0.025507901630745896,0,0.00026702880859375,0.00002193450927734375,0,0.0020685195922851562,0.44446478980697335,0.04650788617557323,0.0002288818359375,0,0.0001723766326904297,0.0002830911502358891,0.000051223136012763675,0.46164417266845703,0.0013818740844726562,0.038513443686745384,0.00013446807861328125,0,0.017879775871417317
0.0008087281605249104,0.00006198883056640625,0.0000019073486328125,0.00006198883056640625,0.0000762939453125,0.00000762939453125,0.00027751922607421875,9.5367431640625e-7,0,0.000046094258626302086,9.5367431640625e-7,0.00006198883056640625,0,0,0.00003814697265625,0.000046094258626302086,0,0,0.00045013427734375,0,0.00003814697265625,0,0,0,0.00006198883056640625,0.23759927126959834,0.00006198883056640625,0,0,0,0,0,9.5367431640625e-7,0.17,0,0,0,0,0,1,0.0016386156639282645,0,0.0000019073486328125,0,0.00003814697265625,0,0.00006198883056640625,0,0,0,0,0,0.003277231327856529,0,0.000011239159602905076,0,0.00003814697265625,0.00016166666666666668,0,0.00392156862745098,0,0,0.00000762939453125,0.0001049041748046875,0,0.0000762939453125,0.5664454108491646,0.00013245476616753472,0.0000152587890625,0,0.00003814697265625,0,0.004915846991784794,0,0.00006198883056640625,0,0,0,0.00017261505126953125
