"pkt_len_min","pkt_len_mean","syn_flag_cnt","tot_bwd_pkts","bwd_pkt_len_std","fwd_iat_max","subflow_fwd_byts","ece_flag_cnt","bwd_byts_b_avg","flow_pkts_s","bwd_pkt_len_mean","bwd_iat_tot","init_bwd_win_byts","down_up_ratio","pkt_len_var","init_fwd_win_byts","fwd_seg_size_avg","flow_byts_s","idle_std","fwd_pkts_s","fwd_header_len","bwd_pkt_len_min","bwd_seg_size_avg","fwd_pkt_len_min","fwd_act_data_pkts","fwd_pkt_len_mean","totlen_fwd_pkts","flow_iat_mean","idle_max","cwe_flag_count","src_port","totlen_bwd_pkts","pkt_len_std","fwd_pkt_len_max","active_std","fwd_iat_min","fwd_iat_std","psh_flag_cnt","subflow_bwd_pkts","bwd_iat_std","bwd_header_len","fwd_pkt_len_std","subflow_fwd_pkts","dst_port","bwd_pkt_len_max","flow_iat_std","protocol","fwd_seg_size_min","flow_iat_min","fwd_iat_tot","bwd_iat_mean","fwd_blk_rate_avg","bwd_psh_flags","bwd_pkts_b_avg","bwd_urg_flags","active_mean","fin_flag_cnt","fwd_pkts_b_avg","subflow_bwd_byts","pkt_size_avg","pkt_len_max","active_max","tot_fwd_pkts","idle_min","idle_mean","fwd_iat_mean","bwd_pkts_s","active_min","ack_flag_cnt","urg_flag_cnt","fwd_byts_b_avg","fwd_urg_flags","bwd_blk_rate_avg","flow_duration","flow_iat_max","bwd_iat_max","rst_flag_cnt","bwd_iat_min","fwd_psh_flags"
0.000049591064453125,0.006922169735557155,0,0,0,1,0.13152122497558594,0,0,6.027903632288325e-7,0,0,0,0,1,0.00048828125,0.006922169735557155,0.004375306262783594,0.1118573323077888,6.027903632288325e-7,0.000362396240234375,0,0,0.000049591064453125,0.0000095367431640625,0.006922169735557155,0.13152122497558594,1,1,0,0.6250095368886854,0,0.013296135122010163,0.032670021057128906,0.013840972222222222,0.00005626678466796875,1,0,0,0,0,0.013296135122010163,0.00001811981201171875,0.9907377737087053,0,1,0.06,0.000019073486328125,0.00005626678466796875,1,0,0,0,0,0,1,0.00392156862745098,0,0,0.006922169735557155,0.032670021057128906,1,0.00001811981201171875,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
0.000049591064453125,0.0028412132932428727,0,0,0,1,0.16194915771484375,0,0,0.0000015108237647805386,0,0,0,0,1,0.00048828125,0.0028412132932428727,0.004501088569122315,0.2929673646755505,0.0000015108237647805386,0.001087188720703125,0,0,0.000049591064453125,0.00002956390380859375,0.0028412132932428727,0.16194915771484375,0.6127357142312186,0.8117802777777777,0,0.8354314488441291,0,0.0027135727631776314,0.006556510925292969,0.06518776714619218,0.0014934539794921875,1,0,0,0,0,0.0027135727631776314,0.00005435943603515625,0.14038300144960708,0,1,0.06,0.000019073486328125,0.0014934539794921875,1,0,0.02494296434151886,0,0,0,0.04050977777777778,0.00392156862745098,0.000003814697265625,0,0.0028412132932428727,0.006556510925292969,0.1707386111111111,0.00005435943603515625,0.007702777777777778,0.17006097222222222,0.6127357142312186,0,0.0021338888888888887,0,0,0.016630172729492188,0,0,1,1,0,0,0,0
0.000049591064453125,0.0004752900865342882,0,0,0,1,0.04277610778808594,0,0,0.000002383251622581007,0,0,0,0,0.40046589274465305,0.00048828125,0.0004752900865342882,0.0011877596475472056,0.202881782095473,0.000002383251622581007,0.00171661376953125,0,0,0.000049591064453125,0.00004482269287109375,0.0004752900865342882,0.04277610778808594,0.38590710886408774,0.6936833333333333,0,0.9191119249256122,0,0.0006179919388691697,0.0025644302368164062,0.12902852073177443,0.0008039474487304688,0.7582817651729539,0,0,0,0,0.0006179919388691697,0.0000858306884765625,0.14038300144960708,0,0.7582817651729539,0.06,0.000019073486328125,0.0008039474487304688,1,0,0.007495986244872408,0,0,0,0.28332444444444443,0.00392156862745098,0.000004172325134277344,0,0.0004752900865342882,0.0025644302368164062,0.4150333333333333,0.0000858306884765625,0.10932666666666667,0.30454560185185187,0.38590710886408774,0,0.14582555555555557,0,0,0.003870844841003418,0,0,1,1,0,0,0,0
0.000049591064453125,0.0009239096390573602,0,0,0,1,0.03510856628417969,0,0,0.000001131746002190298,0,0,0,0,1,0.00048828125,0.0009239096390573602,0.001096423613806148,0.3026567879997704,0.000001131746002190298,0.00072479248046875,0,0,0.000049591064453125,0.00001811981201171875,0.0009239096390573602,0.03510856628417969,0.8253403483210383,1,0,0.8003967345693141,0,0.0012106864094729624,0.004466056823730469,0,0.0011920928955078125,1,0,0,0,0,0.0012106864094729624,0.0000362396240234375,0.07696650644693676,0,1,0.06,0.000019073486328125,0.0011920928955078125,1,0,0,0,0,0,0,0.00392156862745098,0,0,0.0009239096390573602,0.004466056823730469,0,0.0000362396240234375,0.27863305555555556,0.6249083333333333,0.8253403483210383,0,0,0,0,0,0,0,1,1,0,0,0,0
0.000049591064453125,0.0003342628479003906,0,0,0,1,0.002674102783203125,0,0,2.82339715873762e-7,0,0,0,0,0.09605240821838379,0.00048828125,0.0003342628479003906,0.00009896007041375359,0.8318329166666667,2.82339715873762e-7,0.000152587890625,0,0,0.000049591064453125,0.000003814697265625,0.0003342628479003906,0.002674102783203125,1,1,0,0.9179522392614633,0,0.00030265940386322253,0.0007028579711914062,0,0.0007257461547851562,1,0,0,0,0,0.00030265940386322253,0.00000762939453125,0.14038300144960708,0,1,0.06,0.000019073486328125,0.0007257461547851562,1,0,0,0,0,0,0,0.00392156862745098,0,0,0.0003342628479003906,0.0007028579711914062,0,0.00000762939453125,0.8365091666666666,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0.000049591064453125,0.00021256273063436105,0,0.001438140869140625,0.00016281691599992205,0.09554004669189453,0.23405170440673828,0,0.0005687713623046875,0.00007815294188627569,0.0002632937949911669,1,0.005863189697265625,1,0.030713867000890155,0.005864143371582031,0.00016019966078489956,0.017419366809684193,0,0.00003845788080021852,0.027866363525390625,0.000049591064453125,0.0002632937949911669,0.000049591064453125,0.000713348388671875,0.00016019966078489956,0.23405170440673828,0.011641290952574532,0,0,0.6920271610589761,0.3970470428466797,0.00017114621268455343,0.00044727325439453125,0,0.0000171661376953125,0.020408287438485505,0,0.001438140869140625,0.03001820601150891,0.0287628173828125,0.00016359665223489544,0.0013933181762695312,0.123247119859617,0.0004367828369140625,0.018462563785832633,0.06,0.000019073486328125,0.00000762939453125,1,0.02292692352780935,0,0,0.000003814697265625,0,0,0.00392156862745098,0,0.3970470428466797,0.00021256273063436105,0.00044727325439453125,0,0.0013933181762695312,0,0,0.023664969614107315,0.00003969506108605717,0,0,0,0,0,0.03075836392225051,1,0.09554004669189453,0.10261154174804688,0,0.00000762939453125,0
0.000049591064453125,0.0022885118212018695,0,0,0,1,0.06407833099365234,0,0,0.000001111543644730326,0,0,0,0,1,0.011706352233886719,0.0022885118212018695,0.002667347465466976,0.44819065264765445,0.000001111543644730326,0.0005340576171875,0,0,0.000049591064453125,0.00001430511474609375,0.0022885118212018695,0.06407833099365234,0.8485314051310221,1,0,0.7775997558556497,0,0.004548896325086323,0.02249908447265625,0,0.0000247955322265625,1,0,0,0,0,0.004548896325086323,0.000026702880859375,0.14038300144960708,0,1,0.06,0.000019073486328125,0.0000247955322265625,1,0,0.03500651125926081,0,0,0,0,0.00392156862745098,0.000003814697265625,0,0.0022885118212018695,0.02249908447265625,0,0.000026702880859375,0.28345,0.8327080555555556,0.8485314051310221,0,0,0,0,0.03465557098388672,0,0,1,1,0,0,0,0
0.000049591064453125,0.001993250846862793,0,0,0,1,0.07973003387451172,0,0,0.0000011912599070178303,0,0,0,0,1,0.009753227233886719,0.001993250846862793,0.0024898225501602915,0.5683757873224923,0.0000011912599070178303,0.000762939453125,0,0,0.000049591064453125,0.00002002716064453125,0.001993250846862793,0.07973003387451172,0.7830491677308694,1,0,0.8722362096589609,0,0.0038438372411820276,0.021883010864257812,0.3408437332423058,0.00002384185791015625,1,0,0,0,0,0.0038438372411820276,0.00003814697265625,0.14038300144960708,0,1,0.06,0.000019073486328125,0.00002384185791015625,1,0,0.034233720023524754,0,0,0,0.4665115740740741,0.00392156862745098,0.000003814697265625,0,0.001993250846862793,0.021883010864257812,0.8330844444444444,0.00003814697265625,0.013544444444444444,0.6688292777777778,0.7830491677308694,0,0.012153333333333334,0,0,0.034043312072753906,0,0,1,1,0,0,0,0
0.000049591064453125,0.0011468686555561266,0,0,0,1,0.021790504455566406,0,0,5.028938207146265e-7,0,0,0,0,1,0.008777618408203125,0.0011468686555561266,0.000604769521553079,1,5.028938207146265e-7,0.000362396240234375,0,0,0.000049591064453125,0.0000095367431640625,0.0011468686555561266,0.021790504455566406,1,1,0,0.6204318303196765,0,0.002387314506683353,0.010898590087890625,0,0.00002574920654296875,1,0,0,0,0,0.002387314506683353,0.00001811981201171875,0.14038300144960708,0,1,0.06,0.000019073486328125,0.00002574920654296875,1,0,0,0,0,0,0,0.00392156862745098,0,0,0.0011468686555561266,0.010898590087890625,0,0.00001811981201171875,0.5559377777777778,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
0.000049591064453125,0.001259922981262207,0,0,0,1,0.020158767700195312,0,0,4.235109138347794e-7,0,0,0,0,1,0.008777618408203125,0.001259922981262207,0.0005595108560399729,1,4.235109138347794e-7,0.00030517578125,0,0,0.000049591064453125,0.00000762939453125,0.001259922981262207,0.020158767700195312,1,1,0,0.8802624551766232,0,0.0020493285817262583,0.0069942474365234375,1,0.0013875961303710938,1,0,0,0,0,0.0020493285817262583,0.0000152587890625,0.14038300144960708,0,1,0.06,0.000019073486328125,0.0013875961303710938,1,0,0,0,0,0,1,0.00392156862745098,0,0,0.001259922981262207,0.0069942474365234375,1,0.0000152587890625,0.0019369444444444445,1,1,0,0.0012269444444444443,0,0,0,0,0,1,1,0,0,0,0
